[],,,,,,,,,,,,,,,,,,,,
[{'text': 'blind beggar', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.943787, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}, {'text': '12th child', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.837268, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}],,,
[{'text': 'mommy', 'sentiment': {'score': -0.675326, 'label': 'negative'}, 'relevance': 0.959502, 'emotion': {'sadness': 0.262879, 'joy': 0.052655, 'fear': 0.66232, 'disgust': 0.273019, 'anger': 0.077737}}, {'text': 'mother', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.808841, 'emotion': {'sadness': 0.275147, 'joy': 0.37079, 'fear': 0.093973, 'disgust': 0.133543, 'anger': 0.169878}}],,,
[{'text': 'stomach flu', 'sentiment': {'score': -0.514567, 'label': 'negative'}, 'relevance': 0.972276, 'emotion': {'sadness': 0.085679, 'joy': 0.030976, 'fear': 0.195325, 'disgust': 0.057109, 'anger': 0.040714}}, {'text': 'mama', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.767985, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'person', 'sentiment': {'score': -0.770115, 'label': 'negative'}, 'relevance': 0.983227, 'emotion': {'sadness': 0.399458, 'joy': 0.183245, 'fear': 0.438944, 'disgust': 0.08828, 'anger': 0.087619}}, {'text': 'hormones', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.977857, 'emotion': {'sadness': 0.51644, 'joy': 0.164016, 'fear': 0.226996, 'disgust': 0.1495, 'anger': 0.03535}}],,,
[{'text': 'Emergency neck surgery', 'sentiment': {'score': -0.832831, 'label': 'negative'}, 'relevance': 0.978059, 'emotion': {'sadness': 0.431601, 'joy': 0.010069, 'fear': 0.662994, 'disgust': 0.093323, 'anger': 0.0561}}, {'text': 'bad case', 'sentiment': {'score': -0.832831, 'label': 'negative'}, 'relevance': 0.747955, 'emotion': {'sadness': 0.431601, 'joy': 0.010069, 'fear': 0.662994, 'disgust': 0.093323, 'anger': 0.0561}}],,,
[{'text': 'Parkinsons disease', 'sentiment': {'score': -0.735026, 'label': 'negative'}, 'relevance': 0.914286, 'emotion': {'sadness': 0.500937, 'joy': 0.035918, 'fear': 0.253536, 'disgust': 0.014521, 'anger': 0.121437}}, {'text': 'Voice ht', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.794884, 'emotion': {'sadness': 0.135091, 'joy': 0.643924, 'fear': 0.053714, 'disgust': 0.038868, 'anger': 0.034673}}],,,
[{'text': 'pathogenic avian influenza', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.914171, 'emotion': {'sadness': 0.148858, 'joy': 0.140108, 'fear': 0.390563, 'disgust': 0.220638, 'anger': 0.159335}}, {'text': 'National Veterinary Institute', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.777515, 'emotion': {'sadness': 0.148858, 'joy': 0.140108, 'fear': 0.390563, 'disgust': 0.220638, 'anger': 0.159335}}],,,
[{'text': 'mental health', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.904196, 'emotion': {'sadness': 0.525555, 'joy': 0.045625, 'fear': 0.482103, 'disgust': 0.028131, 'anger': 0.084231}}, {'text': 'RT', 'sentiment': {'score': 0.222431, 'label': 'positive'}, 'relevance': 0.756278, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'Proof', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.902875, 'emotion': {'sadness': 0.710657, 'joy': 0.022038, 'fear': 0.104249, 'disgust': 0.015747, 'anger': 0.228515}}, {'text': 'far-leftism', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.689111, 'emotion': {'sadness': 0.710657, 'joy': 0.022038, 'fear': 0.104249, 'disgust': 0.015747, 'anger': 0.228515}}],,,
[{'text': 'H1N1 Swine Influenza', 'sentiment': {'score': -0.441535, 'label': 'negative'}, 'relevance': 0.973454, 'emotion': {'sadness': 0.031513, 'joy': 0.379675, 'fear': 0.3476, 'disgust': 0.105546, 'anger': 0.041894}}, {'text': 'Monoclonal Antibody', 'sentiment': {'score': -0.441535, 'label': 'negative'}, 'relevance': 0.841614, 'emotion': {'sadness': 0.031513, 'joy': 0.379675, 'fear': 0.3476, 'disgust': 0.105546, 'anger': 0.041894}}],,,
[{'text': 'rare condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.956434, 'emotion': {'sadness': 0.256104, 'joy': 0.326285, 'fear': 0.035612, 'disgust': 0.015054, 'anger': 0.13311}}, {'text': 'granulomatosis', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.791142, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'regular stress', 'sentiment': {'score': -0.468021, 'label': 'negative'}, 'relevance': 0.989302, 'emotion': {'sadness': 0.12402, 'joy': 0.034649, 'fear': 0.436292, 'disgust': 0.035274, 'anger': 0.251693}}, {'text': 'sick notes', 'sentiment': {'score': -0.721357, 'label': 'negative'}, 'relevance': 0.854376, 'emotion': {'sadness': 0.186086, 'joy': 0.002077, 'fear': 0.771011, 'disgust': 0.090282, 'anger': 0.251637}}],,,
[{'text': 'update update', 'sentiment': {'score': 0.218662, 'label': 'positive'}, 'relevance': 0.961378, 'emotion': {'sadness': 0.210689, 'joy': 0.089989, 'fear': 0.035772, 'disgust': 0.015817, 'anger': 0.058991}}, {'text': 'anti virus', 'sentiment': {'score': -0.433257, 'label': 'negative'}, 'relevance': 0.766984, 'emotion': {'sadness': 0.423527, 'joy': 0.10553, 'fear': 0.17649, 'disgust': 0.199513, 'anger': 0.159727}}],,,
[{'text': 'virus japon', 'sentiment': {'score': -0.263568, 'label': 'negative'}, 'relevance': 0.90966, 'emotion': {'sadness': 0.240326, 'joy': 0.046727, 'fear': 0.280953, 'disgust': 0.260719, 'anger': 0.157871}}, {'text': 'CiberCuba https://t.co/q8WaurrMBD', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.724716, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'wound', 'sentiment': {'score': -0.836379, 'label': 'negative'}, 'relevance': 0.939648, 'emotion': {'sadness': 0.612026, 'joy': 0.018392, 'fear': 0.170919, 'disgust': 0.315016, 'anger': 0.223815}}, {'text': 'finger', 'sentiment': {'score': -0.836379, 'label': 'negative'}, 'relevance': 0.903979, 'emotion': {'sadness': 0.612026, 'joy': 0.018392, 'fear': 0.170919, 'disgust': 0.315016, 'anger': 0.223815}}],,,
[{'text': 'mothers', 'sentiment': {'score': -0.61561, 'label': 'negative'}, 'relevance': 0.94707, 'emotion': {'sadness': 0.581886, 'joy': 0.092297, 'fear': 0.218437, 'disgust': 0.023356, 'anger': 0.261115}}, {'text': 'strength', 'sentiment': {'score': -0.61561, 'label': 'negative'}, 'relevance': 0.866311, 'emotion': {'sadness': 0.062436, 'joy': 0.67078, 'fear': 0.025431, 'disgust': 0.009867, 'anger': 0.020156}}],,,
[{'text': 'virus que mata', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.921906, 'emotion': {'sadness': 0.205396, 'joy': 0.091091, 'fear': 0.207839, 'disgust': 0.185142, 'anger': 0.117084}}, {'text': 'hasta que acaben', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.853854, 'emotion': {'sadness': 0.257957, 'joy': 0.318698, 'fear': 0.160782, 'disgust': 0.055912, 'anger': 0.185068}}],,,
[{'text': 'que es', 'sentiment': {'score': 0.35784, 'label': 'positive'}, 'relevance': 0.924666, 'emotion': {'sadness': 0.24884, 'joy': 0.231483, 'fear': 0.135713, 'disgust': 0.179427, 'anger': 0.144008}}, {'text': 'meter un Windows', 'sentiment': {'score': 0.35784, 'label': 'positive'}, 'relevance': 0.751341, 'emotion': {'sadness': 0.24884, 'joy': 0.231483, 'fear': 0.135713, 'disgust': 0.179427, 'anger': 0.144008}}],,,
[{'text': 'Infeccion por virus', 'sentiment': {'score': -0.362488, 'label': 'negative'}, 'relevance': 0.984085, 'emotion': {'sadness': 0.22914, 'joy': 0.28625, 'fear': 0.153785, 'disgust': 0.088977, 'anger': 0.024966}}, {'text': 'par la influenza', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.945034, 'emotion': {'sadness': 0.203694, 'joy': 0.236726, 'fear': 0.083658, 'disgust': 0.064815, 'anger': 0.029802}}],,,
[{'text': 'virus', 'sentiment': {'score': -0.775593, 'label': 'negative'}, 'relevance': 0.914106, 'emotion': {'sadness': 0.181919, 'joy': 0.261259, 'fear': 0.322908, 'disgust': 0.035466, 'anger': 0.006207}}],,,,,,,,,,,,
[{'text': 'Houston Outlaws Tairong', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.976839, 'emotion': {'sadness': 0.153289, 'joy': 0.208943, 'fear': 0.072509, 'disgust': 0.063629, 'anger': 0.096431}}, {'text': 'Uber app', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.917864, 'emotion': {'sadness': 0.368654, 'joy': 0.050689, 'fear': 0.043634, 'disgust': 0.110971, 'anger': 0.134438}}],,,
[{'text': 'RT', 'sentiment': {'score': 0.314834, 'label': 'positive'}, 'relevance': 0.918452, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'TonyK10933', 'sentiment': {'score': 0.314834, 'label': 'positive'}, 'relevance': 0.806665}],,,,,,,,
[{'text': 'doesnt sound', 'sentiment': {'score': -0.760363, 'label': 'negative'}, 'relevance': 0.913019, 'emotion': {'sadness': 0.025748, 'joy': 0.939417, 'fear': 0.019029, 'disgust': 0.002592, 'anger': 0.008177}}, {'text': 'Anticipation', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.804631, 'emotion': {'sadness': 0.708506, 'joy': 0.021201, 'fear': 0.200408, 'disgust': 0.105264, 'anger': 0.127518}}],,,
[{'text': 'rus HIV que', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.990876, 'emotion': {'sadness': 0.13113, 'joy': 0.214775, 'fear': 0.266377, 'disgust': 0.26769, 'anger': 0.040112}}, {'text': 'HIV Detect Oral', 'sentiment': {'score': -0.233767, 'label': 'negative'}, 'relevance': 0.934399, 'emotion': {'sadness': 0.219747, 'joy': 0.159134, 'fear': 0.264116, 'disgust': 0.161078, 'anger': 0.058309}}],,,
[{'text': 'influenza season', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.98592, 'emotion': {'sadness': 0.059132, 'joy': 0.394961, 'fear': 0.09542, 'disgust': 0.0401, 'anger': 0.051383}}, {'text': 'new collaborators', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.802937, 'emotion': {'sadness': 0.059132, 'joy': 0.394961, 'fear': 0.09542, 'disgust': 0.0401, 'anger': 0.051383}}],,,
[{'text': 'perfect https://t.co/rcdsTYXmhn', 'sentiment': {'score': 0.656623, 'label': 'positive'}, 'relevance': 0.958807, 'emotion': {'sadness': 0.066691, 'joy': 0.893145, 'fear': 0.022556, 'disgust': 0.001694, 'anger': 0.00753}}, {'text': 'virus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.81979, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'Ebola virus', 'sentiment': {'score': -0.539495, 'label': 'negative'}, 'relevance': 0.902882, 'emotion': {'sadness': 0.061226, 'joy': 0.024842, 'fear': 0.417292, 'disgust': 0.355216, 'anger': 0.436719}}, {'text': 'Liberias largest newspaper', 'sentiment': {'score': -0.539495, 'label': 'negative'}, 'relevance': 0.834062, 'emotion': {'sadness': 0.061226, 'joy': 0.024842, 'fear': 0.417292, 'disgust': 0.355216, 'anger': 0.436719}}],,,
[{'text': 'mental illness', 'sentiment': {'score': -0.59984, 'label': 'negative'}, 'relevance': 0.907182, 'emotion': {'sadness': 0.860394, 'joy': 0.014213, 'fear': 0.139214, 'disgust': 0.004461, 'anger': 0.048594}}, {'text': 'asshole', 'sentiment': {'score': -0.606405, 'label': 'negative'}, 'relevance': 0.749104, 'emotion': {'sadness': 0.179175, 'joy': 0.010743, 'fear': 0.06513, 'disgust': 0.249379, 'anger': 0.778858}}],,,
[{'text': 'mental illness post', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.982907, 'emotion': {'sadness': 0.796601, 'joy': 0.052058, 'fear': 0.064445, 'disgust': 0.087854, 'anger': 0.204608}}, {'text': 'RT', 'sentiment': {'score': 0.260012, 'label': 'positive'}, 'relevance': 0.645028, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'virus haha', 'sentiment': {'score': -0.525596, 'label': 'negative'}, 'relevance': 0.96277, 'emotion': {'sadness': 0.020554, 'joy': 0.816657, 'fear': 0.133551, 'disgust': 0.016489, 'anger': 0.01654}}],,,,,,,,,,,,
[{'text': 'iba ung babies', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.927977, 'emotion': {'sadness': 0.483222, 'joy': 0.186114, 'fear': 0.169285, 'disgust': 0.18774, 'anger': 0.039891}}, {'text': 'hangin ung virus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.871674, 'emotion': {'sadness': 0.483222, 'joy': 0.186114, 'fear': 0.169285, 'disgust': 0.18774, 'anger': 0.039891}}],,,
[{'text': 'mental illness', 'sentiment': {'score': -0.607606, 'label': 'negative'}, 'relevance': 0.924937, 'emotion': {'sadness': 0.676276, 'joy': 0.018178, 'fear': 0.107382, 'disgust': 0.023505, 'anger': 0.414932}}, {'text': 'remorse', 'sentiment': {'score': -0.607606, 'label': 'negative'}, 'relevance': 0.791241, 'emotion': {'sadness': 0.676276, 'joy': 0.018178, 'fear': 0.107382, 'disgust': 0.023505, 'anger': 0.414932}}],,,
[{'text': 'mental illness wit', 'sentiment': {'score': -0.298009, 'label': 'negative'}, 'relevance': 0.900478, 'emotion': {'sadness': 0.790557, 'joy': 0.083297, 'fear': 0.0461, 'disgust': 0.037085, 'anger': 0.127994}}, {'text': 'social media clout', 'sentiment': {'score': -0.298009, 'label': 'negative'}, 'relevance': 0.871055, 'emotion': {'sadness': 0.790557, 'joy': 0.083297, 'fear': 0.0461, 'disgust': 0.037085, 'anger': 0.127994}}],,,
[{'text': 'usual blood group', 'sentiment': {'score': -0.376122, 'label': 'negative'}, 'relevance': 0.934214, 'emotion': {'sadness': 0.261477, 'joy': 0.110894, 'fear': 0.370569, 'disgust': 0.150137, 'anger': 0.331066}}, {'text': 'Hepatitis B screening', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.807664, 'emotion': {'sadness': 0.493037, 'joy': 0.152393, 'fear': 0.146464, 'disgust': 0.173189, 'anger': 0.071161}}],,,
[{'text': 'Fake virus', 'sentiment': {'score': -0.628983, 'label': 'negative'}, 'relevance': 0.975989, 'emotion': {'sadness': 0.535856, 'joy': 0.013413, 'fear': 0.120669, 'disgust': 0.434853, 'anger': 0.250636}}, {'text': 'International Journalists', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.803541, 'emotion': {'sadness': 0.638694, 'joy': 0.219756, 'fear': 0.040217, 'disgust': 0.183759, 'anger': 0.043268}}],,,
[{'text': 'Laughter', 'sentiment': {'score': 0.338181, 'label': 'positive'}, 'relevance': 0.99615, 'emotion': {'sadness': 0.0, 'joy': 0.880435, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,,,,,
[{'text': 'luxury https://t.co/7vXhkIHs61', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'typical twitter virus', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.997542, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}, {'text': 'https://t.co/SRDZPfrf2s', 'sentiment': {'score': -0.632432, 'label': 'negative'}, 'relevance': 0.496141, 'emotion': {'sadness': 0.204282, 'joy': 0.132603, 'fear': 0.227155, 'disgust': 0.095718, 'anger': 0.060966}}],,,
[{'text': 'funciona perfecto https://t.co/sEBWwyVhgk', 'sentiment': {'score': 0.381041, 'label': 'positive'}, 'relevance': 0.956531, 'emotion': {'sadness': 0.151545, 'joy': 0.174219, 'fear': 0.093654, 'disgust': 0.072945, 'anger': 0.08686}}, {'text': 'es virus', 'sentiment': {'score': -0.443621, 'label': 'negative'}, 'relevance': 0.87995, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'Virus HIV ke', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.95683, 'emotion': {'sadness': 0.311349, 'joy': 0.07249, 'fear': 0.185504, 'disgust': 0.371016, 'anger': 0.086607}}, {'text': 'Tubuh Sendiri sebagai', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.433921, 'emotion': {'sadness': 0.311349, 'joy': 0.07249, 'fear': 0.185504, 'disgust': 0.371016, 'anger': 0.086607}}],,,
[{'text': 'fellow people', 'sentiment': {'score': -0.597847, 'label': 'negative'}, 'relevance': 0.910072, 'emotion': {'sadness': 0.932755, 'joy': 0.007841, 'fear': 0.07275, 'disgust': 0.114573, 'anger': 0.051377}}, {'text': 'mental illness.', 'sentiment': {'score': -0.570139, 'label': 'negative'}, 'relevance': 0.736957}],,,,,,,,
[{'text': 'Cmon body', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.92872, 'emotion': {'sadness': 0.129677, 'joy': 0.225127, 'fear': 0.209671, 'disgust': 0.174589, 'anger': 0.105565}}, {'text': 'unfair', 'sentiment': {'score': -0.894686, 'label': 'negative'}, 'relevance': 0.746085, 'emotion': {'sadness': 0.755222, 'joy': 0.025885, 'fear': 0.048342, 'disgust': 0.041196, 'anger': 0.224285}}],,,
[{'text': 'Modi condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.982984, 'emotion': {'sadness': 0.198031, 'joy': 0.297792, 'fear': 0.055723, 'disgust': 0.136097, 'anger': 0.095563}}, {'text': 'https://t.co/0lFCyIj71q', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.636089, 'emotion': {'sadness': 0.139307, 'joy': 0.198361, 'fear': 0.08248, 'disgust': 0.07836, 'anger': 0.092968}}],,,
[{'text': 'pico virus', 'sentiment': {'score': -0.447196, 'label': 'negative'}, 'relevance': 0.966952, 'emotion': {'sadness': 0.29072, 'joy': 0.309507, 'fear': 0.227549, 'disgust': 0.112696, 'anger': 0.02856}}, {'text': 'es', 'sentiment': {'score': -0.621002, 'label': 'negative'}, 'relevance': 0.699427, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'Una Amiga Para', 'sentiment': {'score': 0.651814, 'label': 'positive'}, 'relevance': 0.984518, 'emotion': {'sadness': 0.210271, 'joy': 0.35292, 'fear': 0.097648, 'disgust': 0.087323, 'anger': 0.047955}}, {'text': 'Segunda Temporada Antes', 'sentiment': {'score': 0.651814, 'label': 'positive'}, 'relevance': 0.974129, 'emotion': {'sadness': 0.210271, 'joy': 0.35292, 'fear': 0.097648, 'disgust': 0.087323, 'anger': 0.047955}}],,,
[{'text': 'Virus Removal', 'sentiment': {'score': -0.358285, 'label': 'negative'}, 'relevance': 0.962489, 'emotion': {'sadness': 0.10154, 'joy': 0.076538, 'fear': 0.180689, 'disgust': 0.05902, 'anger': 0.071164}}, {'text': 'SpeakGeekPCs', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.485909, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'OHMYGOD IM', 'sentiment': {'score': -0.831138, 'label': 'negative'}, 'relevance': 0.915475, 'emotion': {'sadness': 0.152766, 'joy': 0.023007, 'fear': 0.333861, 'disgust': 0.478957, 'anger': 0.398142}}, {'text': 'ZIKA VIRUS', 'sentiment': {'score': -0.831138, 'label': 'negative'}, 'relevance': 0.716872, 'emotion': {'sadness': 0.152766, 'joy': 0.023007, 'fear': 0.333861, 'disgust': 0.478957, 'anger': 0.398142}}],,,
[{'text': 'luxury https://t.co/Y3wh64HLiA', 'sentiment': {'score': 0.548395, 'label': 'positive'}, 'relevance': 0.97563, 'emotion': {'sadness': 0.185824, 'joy': 0.402088, 'fear': 0.150149, 'disgust': 0.04567, 'anger': 0.034141}}, {'text': 'virus', 'sentiment': {'score': -0.313233, 'label': 'negative'}, 'relevance': 0.821105, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'Sea la madre', 'sentiment': {'score': -0.538437, 'label': 'negative'}, 'relevance': 0.966699, 'emotion': {'sadness': 0.229661, 'joy': 0.436718, 'fear': 0.142246, 'disgust': 0.091218, 'anger': 0.043368}}, {'text': 'los virus', 'sentiment': {'score': -0.538437, 'label': 'negative'}, 'relevance': 0.663214, 'emotion': {'sadness': 0.229661, 'joy': 0.436718, 'fear': 0.142246, 'disgust': 0.091218, 'anger': 0.043368}}],,,
[{'text': 'tinanggap mo ko', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.917623, 'emotion': {'sadness': 0.148831, 'joy': 0.180438, 'fear': 0.091248, 'disgust': 0.069666, 'anger': 0.081784}}, {'text': 'sakin bkit nga', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.778877, 'emotion': {'sadness': 0.148831, 'joy': 0.18323, 'fear': 0.084225, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'Squirt Guns', 'sentiment': {'score': -0.609656, 'label': 'negative'}, 'relevance': 0.992638, 'emotion': {'sadness': 0.113257, 'joy': 0.024027, 'fear': 0.308787, 'disgust': 0.307595, 'anger': 0.510609}}, {'text': 'harsh Language', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.823015, 'emotion': {'sadness': 0.128656, 'joy': 0.398207, 'fear': 0.175396, 'disgust': 0.106825, 'anger': 0.135827}}],,,
[{'text': 'Virus Berita Hoax', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.912855, 'emotion': {'sadness': 0.162656, 'joy': 0.169127, 'fear': 0.225339, 'disgust': 0.102245, 'anger': 0.078718}}, {'text': 'https://t.co/rPLR7S8iRv', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.306046, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'chega ngm pra', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.954605, 'emotion': {'sadness': 0.151545, 'joy': 0.174219, 'fear': 0.093654, 'disgust': 0.072945, 'anger': 0.08686}}, {'text': 'rus doido', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.810615, 'emotion': {'sadness': 0.151545, 'joy': 0.174219, 'fear': 0.093654, 'disgust': 0.072945, 'anger': 0.08686}}],,,
[{'text': 'lng yan sau', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.928653, 'emotion': {'sadness': 0.32419, 'joy': 0.024931, 'fear': 0.142837, 'disgust': 0.190197, 'anger': 0.028793}}, {'text': 'kc Elisse pak', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.8758, 'emotion': {'sadness': 0.32419, 'joy': 0.024931, 'fear': 0.142837, 'disgust': 0.190197, 'anger': 0.028793}}],,,
[{'text': 'FOXDIE Virus', 'sentiment': {'score': -0.723135, 'label': 'negative'}, 'relevance': 0.906348, 'emotion': {'sadness': 0.085216, 'joy': 0.4752, 'fear': 0.051021, 'disgust': 0.009473, 'anger': 0.048969}}, {'text': 'Max', 'sentiment': {'score': -0.723135, 'label': 'negative'}, 'relevance': 0.73918, 'emotion': {'sadness': 0.085216, 'joy': 0.4752, 'fear': 0.051021, 'disgust': 0.009473, 'anger': 0.048969}}],,,
[{'text': 'single amino acid', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.933102, 'emotion': {'sadness': 0.552961, 'joy': 0.034808, 'fear': 0.035287, 'disgust': 0.034649, 'anger': 0.101841}}, {'text': 'seasonal influenza', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.78463, 'emotion': {'sadness': 0.552961, 'joy': 0.034808, 'fear': 0.035287, 'disgust': 0.034649, 'anger': 0.101841}}],,,
[{'text': 'HA gene', 'sentiment': {'score': -0.493321, 'label': 'negative'}, 'relevance': 0.905981, 'emotion': {'sadness': 0.445127, 'joy': 0.10593, 'fear': 0.040226, 'disgust': 0.020055, 'anger': 0.031502}}, {'text': 'NA gene', 'sentiment': {'score': -0.493321, 'label': 'negative'}, 'relevance': 0.857293, 'emotion': {'sadness': 0.445127, 'joy': 0.10593, 'fear': 0.040226, 'disgust': 0.020055, 'anger': 0.031502}}],,,
[{'text': 'es', 'sentiment': {'score': -0.696541, 'label': 'negative'}, 'relevance': 0.99128, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}, {'text': 'funciona de lujo', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.893105, 'emotion': {'sadness': 0.256636, 'joy': 0.492692, 'fear': 0.152238, 'disgust': 0.102212, 'anger': 0.01835}}],,,
[{'text': 'magka-crash na yan', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.907812, 'emotion': {'sadness': 0.717222, 'joy': 0.07146, 'fear': 0.200745, 'disgust': 0.038321, 'anger': 0.129666}}, {'text': 'yung PC mo', 'sentiment': {'score': 0.205946, 'label': 'positive'}, 'relevance': 0.817558, 'emotion': {'sadness': 0.176866, 'joy': 0.10738, 'fear': 0.217044, 'disgust': 0.065454, 'anger': 0.155338}}],,,
[{'text': 'Mental Illness', 'sentiment': {'score': -0.307198, 'label': 'negative'}, 'relevance': 0.960434, 'emotion': {'sadness': 0.840808, 'joy': 0.068277, 'fear': 0.055394, 'disgust': 0.014514, 'anger': 0.079245}}, {'text': 'National Alliance', 'sentiment': {'score': -0.307198, 'label': 'negative'}, 'relevance': 0.814728, 'emotion': {'sadness': 0.840808, 'joy': 0.068277, 'fear': 0.055394, 'disgust': 0.014514, 'anger': 0.079245}}],,,
